service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
7_292_530_6_19_1,1,1,1,1,1,0,0,20260701,20260831
7_292_530_6_20_1,1,1,1,1,1,0,0,20260701,20260831
7_292_530_6_22_1,1,1,1,1,1,0,0,20260701,20260831
7_292_531_6_17_3,0,0,0,0,0,1,0,20260701,20260831
7_292_531_6_18_3,0,0,0,0,0,1,0,20260701,20260831
7_292_531_6_22_3,0,0,0,0,0,1,0,20260701,20260831
8_565_443_6_15_1,1,1,1,1,1,0,0,20251220,20270630
8_579_796_9_8_1,1,1,1,1,1,0,0,20260624,20260831
8_579_796_9_9_1,1,1,1,1,1,0,0,20260624,20260831
8_579_796_9_10_1,1,1,1,1,1,0,0,20260624,20260831
8_579_796_9_12_1,1,1,1,1,1,0,0,20260624,20260831
8_579_796_9_18_1,1,1,1,1,1,0,0,20260624,20260831
8_579_796_9_62_1,1,1,1,1,1,0,0,20260624,20260831
8_579_798_9_8_4,0,0,0,0,0,1,0,20260624,20260831
8_579_798_9_9_4,0,0,0,0,0,1,0,20260624,20260831
8_579_798_9_12_4,0,0,0,0,0,1,0,20260624,20260831
8_579_798_9_18_4,0,0,0,0,0,1,0,20260624,20260831
8_579_798_9_62_4,0,0,0,0,0,1,0,20260624,20260831
8_579_801_9_9_5,0,0,0,0,0,0,1,20260624,20260831
8_579_801_9_12_5,0,0,0,0,0,0,1,20260624,20260831
8_579_801_9_18_5,0,0,0,0,0,0,1,20260624,20260831
8_579_801_9_62_5,0,0,0,0,0,0,1,20260624,20260831
8_580_797_9_8_1,1,1,1,1,1,0,0,20260901,20260913
8_580_797_9_9_1,1,1,1,1,1,0,0,20260901,20260913
8_580_797_9_10_1,1,1,1,1,1,0,0,20260901,20260913
8_580_797_9_12_1,1,1,1,1,1,0,0,20260901,20260913
8_580_797_9_18_1,1,1,1,1,1,0,0,20260901,20260913
8_580_799_9_8_4,0,0,0,0,0,1,0,20260901,20260913
8_580_799_9_9_4,0,0,0,0,0,1,0,20260901,20260913
8_580_799_9_10_4,0,0,0,0,0,1,0,20260901,20260913
8_580_799_9_12_4,0,0,0,0,0,1,0,20260901,20260913
8_580_799_9_18_4,0,0,0,0,0,1,0,20260901,20260913
8_580_803_9_9_5,0,0,0,0,0,0,1,20260901,20260913
8_580_803_9_12_5,0,0,0,0,0,0,1,20260901,20260913
8_580_803_9_18_5,0,0,0,0,0,0,1,20260901,20260913
8_581_804_10_13_1,1,1,1,1,1,0,0,20260629,20260906
8_581_804_10_16_1,1,1,1,1,1,0,0,20260629,20260906
8_581_804_10_17_1,1,1,1,1,1,0,0,20260629,20260906
8_581_806_10_13_4,0,0,0,0,0,1,0,20260629,20260906
8_581_806_10_16_4,0,0,0,0,0,1,0,20260629,20260906
8_581_806_10_17_4,0,0,0,0,0,1,0,20260629,20260906
8_581_807_10_13_5,0,0,0,0,0,0,1,20260629,20260906
8_581_807_10_16_5,0,0,0,0,0,0,1,20260629,20260906
8_581_807_10_17_5,0,0,0,0,0,0,1,20260629,20260906
8_582_808_12_11_5,0,0,0,0,0,0,1,20260629,20260906
8_582_809_12_11_4,0,0,0,0,0,1,0,20260629,20260906
8_582_810_12_11_1,1,1,1,1,1,0,0,20260629,20260906
8_583_828_18_124_1,1,1,1,1,1,0,0,20260608,20300630
8_583_829_18_124_4,0,0,0,0,0,1,0,20260608,20300630
9_101_256_6_6_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_13_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_15_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_16_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_23_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_25_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_29_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_33_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_34_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_35_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_38_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_44_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_45_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_46_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_50_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_52_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_53_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_55_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_56_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_57_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_58_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_59_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_60_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_64_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_66_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_69_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_74_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_75_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_76_3,0,0,0,0,0,1,0,20260701,20260831
9_101_256_6_81_3,0,0,0,0,0,1,0,20260701,20260831
9_101_260_6_6_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_8_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_13_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_15_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_16_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_20_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_21_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_22_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_23_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_24_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_25_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_26_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_27_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_29_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_30_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_32_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_33_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_34_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_35_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_36_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_37_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_38_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_45_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_46_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_47_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_48_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_50_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_52_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_53_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_54_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_56_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_57_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_58_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_59_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_60_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_64_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_66_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_69_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_70_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_74_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_75_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_76_2,1,1,1,1,1,0,0,20260701,20260831
9_101_260_6_81_2,1,1,1,1,1,0,0,20260701,20260831
9_101_261_6_5_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_6_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_13_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_15_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_24_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_25_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_33_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_34_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_35_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_38_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_44_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_45_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_46_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_50_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_52_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_53_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_56_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_57_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_58_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_59_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_60_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_64_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_66_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_69_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_74_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_75_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_76_4,0,0,0,0,0,0,1,20260701,20260831
9_101_261_6_81_4,0,0,0,0,0,0,1,20260701,20260831
